Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2012,6,California,,,,Restaurant - Sit-down dining; Private home/residence; Grocery store,7,0,0,,
2012,5,Wisconsin,Norovirus Genogroup I,GI_6,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2012,8,Colorado,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2012,8,Colorado,,,,Restaurant - Sit-down dining,2,0,0,,
2012,5,Utah,Campylobacter jejuni,,Confirmed,,7,0,0,,
2012,9,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,11,0,0,,
2012,9,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,14,1,0,"sandwich, unspecified",
2012,9,Illinois,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),22,0,0,tomatoes; onions,
2012,8,Illinois,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,17,1,0,,
2012,9,Illinois,Norovirus Genogroup II; Norovirus Genogroup II,GII_4 New Orleans (2009); GII_4 New Orleans (2009),Confirmed; Confirmed,Restaurant - Sit-down dining,45,0,0,,
2012,9,Oregon,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Long-term care/nursing home/assisted living facility,25,0,0,lettuce,
2012,8,Pennsylvania,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,0,"ground beef, meatballs",beef
2012,9,Pennsylvania,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,9,7,0,salads,romaine lettuce
2012,9,New York,Salmonella enterica,Javiana,Confirmed,Restaurant - Sit-down dining,6,2,0,,
2012,8,Maine,Salmonella enterica,Newport,Confirmed,Grocery store,2,1,0,,
2012,8,Alaska,Trichinella unknown,,Suspected,Private home/residence,3,1,0,moose; pork,
2012,4,Florida,,,,Prison/jail,123,0,0,chili unspecified,
2010,4,North Carolina,Salmonella enterica,Enteritidis,Confirmed,,65,8,0,meringue,
2011,10,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,26,5,0,lettuce,
2012,8,Alaska,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,0,"oysters, raw",
2012,7,Nevada,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,18,0,0,chicken dishes,
2012,9,South Carolina,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,20,0,0,"pork, bbq",
2012,8,Michigan,,,,Caterer (food prepared off-site from where served),2,0,0,,
2012,9,Minnesota,Salmonella enterica,Bareilly,Confirmed,Restaurant - Sit-down dining,2,0,0,"sushi, unspecified",
2012,9,Georgia,,,,Long-term care/nursing home/assisted living facility,19,7,0,,
2011,6,Multistate,Salmonella enterica,Uganda,Confirmed,,25,4,0,cantaloupe,
2012,9,Ohio,,,,Grocery store,7,0,0,"pork, carnitas",
2012,5,Kansas,Salmonella enterica,Montevideo,Confirmed,Private home/residence,13,0,0,,
2012,9,Ohio,Yersinia enterocolitica,,Suspected,Private home/residence,4,0,0,,
2012,3,Utah,Campylobacter jejuni,,Suspected,Other (describe in remarks),2,0,0,cheese curds,raw milk
2012,2,Utah,Campylobacter jejuni,,Confirmed,,8,0,0,,
2012,9,Hawaii,Salmonella unknown,,Confirmed,Unknown,16,7,0,,
2012,9,Florida,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,0,ice,ice
2012,2,Puerto Rico,Histamine,,Confirmed,Restaurant - Sit-down dining,5,0,0,"fish, marlin",
2012,5,Oklahoma,,,,Banquet Facility (food prepared and served on-site); Other (describe in remarks),10,0,0,,
2012,6,Oklahoma,Salmonella enterica,Typhimurium,Confirmed,,10,2,0,,
2011,4,Multistate,Salmonella enterica,Enteritidis,Confirmed,,27,3,0,alfalfa sprouts,
2011,8,Multistate,Salmonella enterica,Enteritidis,Confirmed,,53,2,0,turkish pine nuts,
2011,2,Multistate,Salmonella enterica,Heidelberg,Confirmed,,181,50,1,"ground turkey, unspecified",
2012,8,California,Norovirus Genogroup II,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),6,0,0,,
2012,4,Arkansas,,,,,5,0,0,,
2012,9,Illinois,Salmonella enterica,Enteritidis,Confirmed,Other (describe in remarks),17,1,0,,
2012,10,Illinois,Norovirus Genogroup II; Norovirus Genogroup II,GII_4 Sydney (2012); GII_4 Sydney (2012),Confirmed; Confirmed,Restaurant - Sit-down dining,23,1,0,"salad, unspecified",
2012,1,New Jersey,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2012,9,Oregon,Norovirus Genogroup I,GI_5,Confirmed,Restaurant - Sit-down dining,7,,,,
2012,5,Puerto Rico,,,,Restaurant - Sit-down dining,11,0,0,macaroni salad,
2012,9,Texas,,,,,36,2,0,,
2012,2,Indiana,,,,,21,0,0,,
2012,10,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2010,2,Indiana,Campylobacter jejuni,,Confirmed,Other (describe in remarks),18,,0,,
2012,7,Colorado,Staphylococcus aureus,,Suspected,Caterer (food prepared off-site from where served),60,2,0,"turkey, smoked",turkey
2012,10,Minnesota,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,1,0,,
2012,8,Kansas,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,16,0,0,,
2012,9,Kansas,,,,Restaurant - Sit-down dining,8,0,0,,
2012,9,North Dakota,,,,Restaurant - Sit-down dining,3,0,0,,
2012,9,North Dakota,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),10,0,0,,
2012,8,California,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,6,0,0,fish,
2012,9,Washington,Paralytic shellfish poison,,Confirmed,Private home/residence,7,4,0,mussels,
2012,1,California,,,,Restaurant - Sit-down dining,2,0,0,,
2012,6,Nebraska,,,,,52,,,,
2011,7,New Jersey,Listeria monocytogenes,,Confirmed,Private home/residence,2,2,0,"mexican style cheese, pasteurized",
2012,8,Nebraska,,,,,21,5,,,
2012,6,Pennsylvania,,,,Restaurant - other or unknown type,12,0,0,,
2012,9,California,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,0,"oysters, raw",oysters
2010,12,California,Salmonella enterica,Typhimurium var Cope,Confirmed,Long-term care/nursing home/assisted living facility,7,0,0,"chicken, baked",
2012,9,Ohio,Norovirus,,Suspected,Private home/residence,2,0,0,,
2012,10,Illinois,,,,Restaurant - Sit-down dining,11,0,0,,
2012,10,Virginia,Salmonella enterica,Javiana,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",25,3,0,,
2012,10,Illinois,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2012,10,Ohio,Norovirus Genogroup II,GII_6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,1,0,,
2012,10,Connecticut,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,6,0,0,,
2012,9,New York,Shigella sonnei,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,2,0,,
2012,10,Texas,,,,Restaurant - Sit-down dining,4,0,0,,
2012,6,California,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,180,0,0,,
2012,10,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,0,,
2012,9,Kentucky,Campylobacter jejuni,,Confirmed,Religious facility,3,1,0,,
2012,3,Puerto Rico,Ciguatoxin,,Confirmed,Private home/residence,2,0,0,"fish, hogfish",
2012,9,Maryland,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,9,2,0,,
2012,10,Louisiana,Norovirus,,Suspected,,27,0,0,,
2012,10,Oregon,Campylobacter jejuni,,Confirmed,Private home/residence,9,0,0,chicken liver pate,"liver, chicken"
2012,10,Oregon,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,1,0,,
2012,10,Oregon,Norovirus Genogroup I,GI_5,Confirmed,,52,,,,
2012,10,Oregon,Norovirus Genogroup II,GII_6,Suspected,,7,0,0,,
2012,10,Illinois,Norovirus Genogroup II; Norovirus Genogroup II,GII_6; GII_6,Confirmed; Confirmed,Restaurant - Sit-down dining,53,0,0,,
2012,7,Maryland,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,2,0,,
2012,10,Texas,,,,Restaurant - Sit-down dining,2,0,0,,
2012,9,Michigan,,,,Restaurant - Sit-down dining,3,0,0,,
2012,8,Alabama,,,,Private home/residence,22,0,0,ribs,
2012,9,Alabama,Salmonella enterica,Braenderup,Confirmed,Private home/residence,35,7,0,"chicken, smoked; rice",
2012,10,Illinois,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),12,1,0,,
2012,11,Illinois,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,15,0,0,,
2012,10,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),47,0,0,,
2012,6,California,,,,Restaurant - Sit-down dining,5,0,0,,
2012,9,Arizona,,,,Private home/residence,12,0,0,,
2012,11,Minnesota,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),24,0,0,asparagus; salads,asparagus
2012,11,Ohio,Norovirus Genogroup I,GI_6,Confirmed,Restaurant - Sit-down dining,5,0,0,,
2012,9,Ohio,,,,Restaurant - Sit-down dining,3,2,0,,
2011,12,California,,,,Restaurant - Sit-down dining,24,0,0,,
2012,9,Minnesota,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,9,1,0,,
2012,10,Minnesota,,,,Banquet Facility (food prepared and served on-site),12,0,0,,
2012,11,Minnesota,,,,Caterer (food prepared off-site from where served),22,0,0,,
2012,11,Ohio,,,,Restaurant - Sit-down dining,7,1,0,,
2012,5,Montana,,,,Caterer (food prepared off-site from where served),18,0,0,"chicken, other",
2012,4,Wisconsin,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),22,2,0,,
2012,10,Texas,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),91,0,0,,
2012,10,Ohio,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",2,1,0,,
2012,9,Florida,,,,Restaurant - Sit-down dining,4,0,0,rice,rice
2012,11,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,Restaurant - Sit-down dining,2,0,0,,
2012,10,Montana,,,,Religious facility,39,0,0,turkey,
2012,8,Washington,Vibrio parahaemolyticus,,Suspected,Private home/residence,7,0,0,"oysters, raw",
2012,1,California,Clostridium botulinum,,Suspected,Other (describe in remarks),2,2,0,"soup, broccoli and cheese",
2012,11,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),20,0,0,,
2012,11,Washington,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,0,,
2012,8,Washington,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,5,0,0,"oysters, raw",
2012,4,Massachusetts,Listeria monocytogenes,,Confirmed,,3,3,0,,
2011,5,Multistate,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type",209,52,0,,
2012,11,Ohio,Norovirus Genogroup II,GII_5,Suspected,Banquet Facility (food prepared and served on-site),28,0,0,,
2011,10,Multistate,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",70,21,0,,
2012,10,Kentucky,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,37,0,0,"salad, unspecified",
2011,10,Multistate,Listeria monocytogenes,,Confirmed,Banquet Facility (food prepared and served on-site),15,1,1,"blue-veined cheese, unpasteurized",
2012,11,Minnesota,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site),50,0,0,,
2012,10,Ohio,Histamine,,Confirmed,Restaurant - Sit-down dining,2,0,0,yellowfin tuna,tuna
2012,10,Georgia,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,grilled or fried chicken salad,
2012,11,Oregon,Sapovirus,,Confirmed,School/college/university,8,0,,,
2012,10,Florida,Salmonella enterica,Anatum,Suspected,Restaurant - Sit-down dining,2,1,0,"fish, white",chicken
2012,10,Illinois,Salmonella enterica; Salmonella enterica,Stanley; Stanley,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,3,0,,
2012,11,Ohio,Clostridium perfringens,,Suspected,Other (describe in remarks),9,0,0,,
2012,2,Maryland,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),43,0,0,,
2012,11,Kentucky,Other,,Suspected,Unknown,10,,,,
2012,11,Florida,,,,Restaurant - Sit-down dining,25,0,0,,
2012,10,Hawaii,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,16,0,0,,
2012,10,California,Other - Bacterium,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,0,"tacos; nachos, unspecified",
2012,6,Puerto Rico,,,,,21,0,0,,
2012,10,Colorado,,,,Restaurant - Sit-down dining,3,0,0,,
2012,10,Minnesota,Salmonella enterica,Javiana,Confirmed,,4,0,0,"cucumber; iceberg lettuce, unspecified",cucumber; iceberg lettuce
2012,10,Alaska,,,,Private home/residence,16,0,0,,
2012,7,California,Salmonella enterica,Thompson,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,0,pinto beans,
2012,9,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,14,0,0,,
2012,11,Illinois,Salmonella enterica,Heidelberg,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,16,3,0,,
2012,10,South Carolina,Salmonella enterica,Enteritidis,Confirmed,Religious facility,33,1,0,chicken,chicken
2012,8,Michigan,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,90,10,0,chicken salad,n/a
2012,6,Florida,,,,Restaurant - Sit-down dining,117,0,0,"melon, unspecified; jicama and cucumber salad",
2012,11,Illinois,Norovirus,,Confirmed,Restaurant - Sit-down dining,22,0,0,,
2012,11,Ohio,Astrovirus,,Suspected,Caterer (food prepared off-site from where served),22,0,0,,
2012,11,Illinois,Clostridium perfringens,,Confirmed,Grocery store,20,0,0,"goat, stew",
2012,10,Michigan,,,,Restaurant - Sit-down dining,6,0,0,"salad, unspecified",leafy green
2012,11,New York,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,Restaurant - Sit-down dining,8,0,0,,
2012,6,Michigan,Clostridium botulinum,,Confirmed,Private home/residence,2,2,0,"meat/pasta sauce, home canned",n/a
2012,10,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2012,11,Maryland,,,,Restaurant - Sit-down dining,3,0,0,caesar/house salad,
2012,4,Maryland,,,,Unknown,10,0,0,,
2012,9,Florida,,,,Restaurant - Sit-down dining,2,0,0,,
2012,4,Kentucky,Other,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2012,10,Connecticut,Norovirus,,Suspected,Restaurant - Sit-down dining,13,1,0,,
2012,11,Connecticut,Norovirus Genogroup II,GII_7,Confirmed,Restaurant - Sit-down dining,3,0,0,,
2012,10,Tennessee,Salmonella enterica,Newport,Confirmed,Private home/residence,27,7,0,bean dishes,
2012,11,Rhode Island,,,,Restaurant - Sit-down dining,2,0,0,,
2012,11,Georgia,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,0,0,,
2012,11,Ohio,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,0,salad dressings,
2012,12,Illinois,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),25,0,0,,
2012,12,Minnesota,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),38,0,0,"potato, au gratin; ice, unspecified; alcohol",
2012,10,Missouri,,,,Caterer (food prepared off-site from where served),20,0,0,,
2012,8,Washington,Vibrio parahaemolyticus,,Suspected,Private home/residence,2,0,0,"oysters, raw",
2012,8,Michigan,,,,Private home/residence,8,0,0,cake,
2012,11,Michigan,,,,Banquet Facility (food prepared and served on-site),23,0,0,"balsamic asparagus and roasted red pepper; potato, unspecified; steak, filet mignon; cake, unspecified",n/a; n/a; n/a
2012,12,Virginia,Norovirus,,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),29,0,0,,
2012,12,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,11,0,0,,
2012,12,New York,Other - Chemical/Toxin,,Confirmed,Private home/residence,2,2,1,"fish, carp",fish
2012,10,New York,Listeria monocytogenes,,Confirmed,Hospital,7,7,0,,
2012,11,Connecticut,Norovirus Genogroup II,other,Confirmed,School/college/university,66,0,0,multiple foods,
2012,11,Pennsylvania,,,,Restaurant - Sit-down dining,12,0,0,"salad, unspecified",
2012,11,Florida,Norovirus Genogroup I,GI_11,Confirmed,Restaurant - Sit-down dining,21,0,0,"iceberg lettuce, unspecified",lettuce
2012,11,Colorado,,,,Restaurant - Sit-down dining,20,0,0,,
2012,11,California,,,,Restaurant - Sit-down dining,4,0,0,,
2012,3,Wisconsin,Norovirus Genogroup I,GI_6,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2012,11,Washington,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2012,11,New Hampshire,,,,Restaurant - Sit-down dining,7,0,0,,
2012,11,Wisconsin,,,,Banquet Facility (food prepared and served on-site),18,0,0,french fries,
2012,8,Washington,Other,,Suspected,Restaurant - Sit-down dining,2,0,0,"sushi, unspecified",
2012,9,Washington,Salmonella enterica,Virchow,Confirmed,Restaurant - Sit-down dining,121,9,0,,
2012,12,Oregon,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Banquet Facility (food prepared and served on-site),125,0,,fruit salad,
2012,12,Oregon,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,,,chicken,
2012,11,Oregon,Norovirus,,Suspected,Restaurant - Sit-down dining,8,0,0,,
2012,12,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),26,0,0,,
2012,12,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),49,0,0,fruit,
2012,12,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,4,0,0,"romaine lettuce, unspecified",
2012,11,Minnesota,Salmonella enterica,Saintpaul,Confirmed,Private home/residence,2,0,0,"turkey, smoked",turkey
2012,12,Florida,,,,Restaurant - Sit-down dining,4,0,0,"oysters, baked","buffet; egg; oysters; pork, bacon; spinach"
2012,11,Washington,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,0,salads,
2012,12,Oregon,Norovirus Genogroup II,GII_6,Confirmed,,6,,,,
2012,12,Connecticut,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,8,0,0,,
2012,11,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,13,0,0,,
2012,10,Oklahoma,,,,Restaurant - Sit-down dining,12,0,0,,
2012,12,Oklahoma,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),22,0,0,,
2012,12,Tennessee,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,11,0,0,,
2012,12,Tennessee,Norovirus Genogroup II,GII_1,Confirmed,Restaurant - Sit-down dining,43,1,0,,
2012,12,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,14,0,0,"spring rolls, unspecified",
2012,12,Ohio,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,4,0,,
2012,12,Minnesota,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2012,11,Pennsylvania,,,,Caterer (food prepared off-site from where served),61,0,0,roast beef,roast beef
2012,11,Pennsylvania,Campylobacter jejuni,,Confirmed,Private home/residence,10,0,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2011,4,Multistate,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",166,0,0,tomatoes,
2012,6,Utah,Campylobacter jejuni,,Confirmed,,12,0,0,,
2012,12,New York,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2012,12,New York,,,,Restaurant - Sit-down dining,7,0,0,house salad,
2012,12,New York,,,,Restaurant - Sit-down dining,5,0,0,,
2012,12,New York,,,,Restaurant - Sit-down dining,7,0,0,,
2012,12,Louisiana,Norovirus Genogroup II,unknown,Suspected,Private home/residence,12,0,0,oysters,
2012,10,Louisiana,Salmonella enterica,Uganda,Confirmed,,7,5,0,hog head cheese,
2012,12,Illinois,,,,Restaurant - Sit-down dining,26,0,0,"shrimp coconut; shrimp dijon; green beans; mushrooms,spinach stuffed",
2012,12,Illinois,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,0,,
2012,12,Tennessee,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,5,0,0,lettuce-based salads unspecified,
2012,12,Illinois,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2012,11,Illinois,,,,Restaurant - Sit-down dining,7,0,0,crepes,
2012,12,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,23,0,0,appetizers,
2012,8,Illinois,,,,Grocery store,21,0,0,cupcakes,
2012,12,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,0,"bread, unspecified",bread
2012,8,Illinois,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Long-term care/nursing home/assisted living facility,4,4,0,,
2012,12,Texas,,,,Restaurant - Sit-down dining,7,0,0,,
2012,12,Texas,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,143,9,0,,
2012,12,Arizona,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),14,0,0,,
2012,11,Wyoming,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,282,1,0,,
2012,12,Michigan,,,,Banquet Facility (food prepared and served on-site),71,0,0,"butter; soda, unspecified",butter; n/a
2012,12,Michigan,Norovirus Genogroup II,GII_1,Confirmed,Hospital,14,0,0,grape salad,n/a
2012,12,Connecticut,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,0,shrimp shumai,
2012,12,South Carolina,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,3,0,0,"fish, mahi mahi",
2012,12,Ohio,Norovirus unknown,,Suspected,Other (describe in remarks),4,0,0,,
2012,12,Idaho,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,28,2,0,,
2012,8,Texas,,,,Restaurant - Sit-down dining,3,0,0,"beef, brisket; barbecue sauce; onions; coleslaw; coleslaw; beans, unspecified; potato salad; potato salad",
2012,11,California,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,9,0,0,salsa,
2012,11,Texas,,,,Restaurant - Sit-down dining,3,0,0,broccoli and cheese sauce,
2013,1,Alabama,Norovirus Genogroup II,,Confirmed,Unknown,36,0,0,,
2012,10,Texas,Salmonella enterica,,Confirmed,Private home/residence,7,1,0,"chicken; ribs, unspecified; sausage, unspecified",
2012,10,Kansas,,,,Restaurant - Sit-down dining,7,1,0,,
2013,1,Ohio,Staphylococcus unknown,,Confirmed,Private home/residence,33,0,0,chicken and barley,
2013,1,Ohio,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2012,12,Georgia,Norovirus Genogroup II,unknown,Suspected,Caterer (food prepared off-site from where served),31,0,0,"chicken and noodles; salad, unspecified",
2012,10,Michigan,,,,Restaurant - Sit-down dining,5,0,0,,
2012,10,California,,,,School/college/university,2,0,0,seafood cocktail; seafood cocktail,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,17,0,0,guacamole,
2012,10,Michigan,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence,3,0,0,"apple cider, unpasteurized",apple
2012,11,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2013,1,Minnesota,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2012,11,California,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,0,,
2013,1,New York,,,,Restaurant - Sit-down dining,3,0,0,lobster cannelloni with shrimp,
2012,12,Florida,,,,Grocery store,3,0,0,"ice, unspecified",ice
2012,11,Florida,,,,Restaurant - Sit-down dining,4,1,0,,
2012,11,Florida,,,,Restaurant - Sit-down dining,2,0,0,"steak, unspecified",steak
2012,4,Puerto Rico,Ciguatoxin,,Confirmed,Private home/residence,2,0,0,"fish, jack",
2012,5,New Jersey,Mycotoxins,,Confirmed,Private home/residence,3,3,0,mushrooms,
2012,10,New Jersey,Mycotoxins,,Confirmed,Private home/residence,3,2,0,mushrooms,
2012,5,New Jersey,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,0,"tuna, unspecified",
2012,8,Arizona,Other - Chemical/Toxin,,Confirmed,Other (describe in remarks),5,0,0,pretzel,
2012,10,Florida,,,,Restaurant - Sit-down dining,2,0,0,,
2012,10,Florida,,,,Restaurant - Sit-down dining,3,0,0,"chicken, grilled; rice, brown","chicken; beans; rice, brown"
2013,1,Georgia,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,10,0,0,,
2012,9,Arizona,Other,,Suspected,School/college/university,5,0,0,"fish, white",
2012,12,Arizona,,,,Restaurant - Sit-down dining,3,0,0,,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2012,11,California,,,,Restaurant - Sit-down dining,7,0,0,teppanyaki (japanese cuisine),
2011,3,Multistate,Vibrio cholerae,Other,Suspected,,12,0,0,oysters,
2013,1,Georgia,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",8,0,0,,
2012,10,New Jersey,Mycotoxins,,Confirmed,Private home/residence,3,3,0,mushrooms,
2012,7,New Jersey,Mycotoxins,,Confirmed,Unknown,2,0,0,mushrooms,
2012,4,New Jersey,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,7,0,0,,
2013,1,Illinois,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,10,0,0,,
2012,10,Florida,,,,Restaurant - Sit-down dining,4,0,0,salads,
2012,12,Arizona,,,,Banquet Facility (food prepared and served on-site),21,1,0,,
2013,1,Oregon,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),22,0,0,fruit salad,
2013,1,New York,Norovirus Genogroup II,GII_1,Suspected,Restaurant - Sit-down dining,14,0,0,pork belly,
2012,4,Kentucky,,,,Restaurant - Sit-down dining,12,0,0,"pizza, cheese",
2013,1,Ohio,,,,Caterer (food prepared off-site from where served),50,0,0,,
2013,1,Arizona,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,4,0,0,,
